IRM_STATE_OFFICE,IRM_DEPOT_NAME,IRM_CONSUMER_NAME,IRM_ERP_CONSUMER_CODE,IRM_LATITUDE,IRM_LONGITUDE,IRM_ROUTE_STATUS,IRM_ROUTE_VERIFIED_BY,IRM_ROUTE_VERIFIED_AT,IRM_ROUTE_DISTANCE,IRM_ROUTE_ID,IRM_IS_NEW,IRM_CREATED_AT,IRM_CREATED_BY,IRM_UPDATED_AT,IRM_UPDATED_BY,IRM_ISACTIVE,IRM_CUSTOMER_ID,IRM_GROUP_NO,IRM_IS_REJECTED
Karnataka (SR),Bijapur Depot,SHANTI PETROLEUMS,219648,16.459272,75.687881,Accepted,P VANSAKUMARAN,30-Oct-11,46.47,4683,1,2/5/2015 9:21,,,,1,1,16750,N
Punjab (NR),Jalandhar Terminal,SHANTI SERVICE STATION    CONV,109953,31.491554,76.181366,Accepted,AUTO-LOADED-FROM-INVOICE-DATA,4-Oct-14,73,591544,1,10/4/2014 16:30,6,,,1,1,4936,N
Karnataka (SR),Hassan Top,SHARANA MAGANUR BASAPPA F.S.,223736,14.441666,75.922806,Accepted,AHMED,30-Nov-11,201.88,13719,1,2/5/2015 9:21,,,,1,1,17880,N
Karnataka (SR),Gulbarga Terminal,SHARANBASAVA PETROLEUM STATION,257211,17.9881,77.3332,Accepted,AMMULWARV,3-Jul-12,135,19253,1,2/5/2015 9:21,,,,1,1,17763,N
Uttar Pradesh 1 (NR),GONDA DEPOT,SHARDA FILLING CENTRE,153914,27.43364,82.214424,Accepted,GUPTA,31-May-11,42,46086,1,7/25/2014 12:29,,,,1,1,594,N
Uttar Pradesh 2 (NR),Haldwani Depot,SHARDA FILLING STN.,186499,29.075717,80.111077,Accepted,Kathgodam,30-Jun-11,105,6149,1,1/8/2015 21:42,1,,,1,1,14001,N
Uttar Pradesh 2 (NR),Shahjahanpur Depot,SHARMA FILLING STATION (IBP),194780,28.177444,80.238058,Accepted,Banthra,,76.5,12095,1,1/8/2015 21:42,1,,,1,1,15496,N
Karnataka (SR),Bangalore Terminal,SHARVANI SERVICE STATION,219734,13.317254,76.683678,Accepted,A Srikanth,5-Feb-13,,20789,1,2/5/2015 9:21,,,,1,1,17432,N
Karnataka (SR),Hassan Top,SHARVANI SERVICE STATION,219734,13.317254,76.683678,Accepted,AS,1-Dec-11,82.67,4842,1,2/5/2015 9:21,,,,1,1,17754,N
Karnataka (SR),Belgaum Depot,SHASHIKANT SERVICE STATION,163124,15.973962,75.027889,Accepted,KANT,17-Nov-11,75.5,33052,1,2/5/2015 9:21,,,,1,1,16858,N
Uttar Pradesh 2 (NR),Agra Top,SHASTRI KISSAN SEVA KENDRA,221088,27.114243,79.26342,Accepted,Agra Top,,119.5,109,1,1/8/2015 21:42,1,,,1,1,13389,N
Delhi (NR),AMBALA TERMINAL,SHD. KASHMIR SINGH F/ST,222377,31.583023,76.5186,Accepted,sumit gupta,21-Jul-11,221.5,2257,1,7/25/2014 12:47,,,,1,1,2339,N
Punjab (NR),Jalandhar Terminal,SHD. KASHMIR SINGH F/ST,222377,31.583023,76.5186,Accepted,Atul Bhardwaj,5-Feb-15,,592164,1,10/5/2014 15:40,6,,,1,1,5050,N
Delhi (NR),AMBALA TERMINAL,SHD. MANGAL SINGH F/STATION,149974,31.454134,76.511612,Accepted,Narinder Mohan Sharma,13-Jul-11,215,1738,1,7/25/2014 12:47,,,,1,1,2340,N
Uttar Pradesh 2 (NR),Bareilly Depot,SHEEL CHAND AGROILS PVT LTD,173808,28.94392,79.454391,Accepted,SWARAJ MISRA,4-Aug-12,116,20654,1,1/8/2015 21:42,1,,,1,1,13659,N
Uttar Pradesh 1 (NR),Kanpur Terminal,SHEELA FILLING STATION,207179,26.84902,81.543877,Accepted,ABHYUDAYA_KUMAR,24-Aug-15,,591038,1,10/4/2014 11:10,6,,,1,1,4836,N
Uttar Pradesh 1 (NR),LUCKNOW TERMINAL,SHEELA FILLING STATION,207179,26.84902,81.543877,Accepted,RAJEEV,2-Aug-11,84,2289,1,7/25/2014 12:34,,,,1,1,1405,N
Punjab (NR),SANGRUR TERMINAL,SHEELA FILLING STATION,166590,30.463837,76.576073,Accepted,Sathish Kumar Rajpal,3-Mar-15,85.5,123358,1,10/15/2014 14:56,1,,,1,1,7882,N
Uttar Pradesh 2 (NR),Meerut Terminal,SHEETAL AUTOMOBILE S/STN,155457,28.561199,77.339063,Accepted,MKJ,13-Jun-12,70,104185,1,1/8/2015 21:42,1,,,1,1,14769,N
Uttar Pradesh 1 (NR),Kanpur Terminal,SHEETAL FILLING STATION,171376,,,Accepted,MOHAMMED_ILIYA,18-Jun-15,75.03662807,592939,1,10/8/2014 14:40,6,,,1,1,5279,N
Uttar Pradesh 1 (NR),Kanpur Terminal,SHEETALA PRASAD  FILLING STATION,277528,,,Accepted,MOHAMMED_ILIYA,5-Aug-15,80.88271527,592359,1,10/6/2014 12:50,6,,,1,1,5098,N
Uttar Pradesh 1 (NR),MUGHALSARAI TERMINAL,SHEKHAR FILLING STATION,240153,26.004831,83.573624,Accepted,R R,31-Oct-11,133.5,14807,1,7/25/2014 12:38,,,,1,1,1885,N
Delhi (NR),PANIPAT TOP,SHEO RAJ FILLING STATION KSK,257066,28.45562,76.317551,Accepted,DHAWAN,3-May-12,150,19197,1,7/25/2014 12:57,,,,1,1,3750,N
Uttar Pradesh 2 (NR),Najibabad Depot,SHERPUR KISAN SEWA KENDRA,227687,29.636419,77.925919,Accepted,VG,6-Sep-11,110,562,1,1/8/2015 21:42,1,,,1,1,14343,N
Uttar Pradesh 2 (NR),Bareilly Depot,SHERPURKALAN KSK (KSK),230006,28.51396,80.173457,Accepted,M K Gupta,11-Apr-12,137.5,4714,1,1/8/2015 21:42,1,,,1,1,13533,N
Uttar Pradesh 2 (NR),Meerut Terminal,SHIPRA CONSTN PVT LTD,238654,28.633059,77.369453,Accepted,UPSO2 Ops,22-Nov-11,58,7514,1,1/8/2015 21:42,1,,,1,1,15144,N
Karnataka (SR),Navalur Depot,SHIRAHATTI FAKEERESHWAR PETROLUMS,194641,15.22908,75.579641,Accepted,T JAYAKUMAR,6-Feb-12,72,96085,1,2/5/2015 9:21,,,,1,1,18203,N
Delhi (NR),Bijwasan Terminal,Shiv Dayal Soin & Sons,186845,28.667237,77.220301,Accepted,Bijwasan,,29,23271,1,7/25/2014 12:51,,,,1,1,2826,N
Delhi (NR),AMBALA TERMINAL,SHIV HARI KSK,259664,31.66678,76.365112,Accepted,IL Negi,5-Nov-12,203,19775,1,7/25/2014 12:47,,,,1,1,2343,N
Punjab (NR),Jalandhar Terminal,SHIV HARI KSK,259664,31.66678,76.365112,Accepted,Atul Bhardwaj,5-Feb-15,124,591174,1,10/4/2014 12:40,6,,,1,1,4863,N
Uttar Pradesh 1 (NR),GONDA DEPOT,SHIV KISAN SEWA KENDRA,255526,27.543665,82.274017,Accepted,Gonda,20-Jun-12,82.5,18542,1,7/25/2014 12:29,,,,1,1,596,N
Uttar Pradesh 2 (NR),Bareilly Depot,SHIV KISAN SEWA KENDRA SODHAN,183481,28.523529,78.441513,Accepted,DINESH SINGH,21-Mar-13,92,23372,1,1/8/2015 21:42,1,,,1,1,13409,N
Uttar Pradesh 2 (NR),Agra Top,SHIV KUMAR KISAN SEWA KENDRA,207227,26.835297,78.678804,Accepted,Agra Top,,88,1150,1,1/8/2015 21:42,1,,,1,1,13263,N
Uttar Pradesh 1 (NR),GONDA DEPOT,SHIV NARAIN SINIGH RAIKWAR&SON,156139,27.426157,81.647332,Accepted,Gonda,,59,46087,1,7/25/2014 12:29,,,,1,1,597,N
Uttar Pradesh 2 (NR),Bareilly Depot,SHIV OM KISAN SEWA KENDRA (KSK),219158,28.557514,79.534851,Accepted,M K Gupta,11-Apr-12,127,4332,1,1/8/2015 21:42,1,,,1,1,13284,N
Uttar Pradesh 1 (NR),Kanpur Terminal,SHIV RAM FILLING STATION,277458,,,Accepted,Alok Chaudhuary,6-Aug-15,40.27861057,593223,1,10/11/2014 13:00,6,,,1,1,5395,N
Uttar Pradesh 2 (NR),Meerut Terminal,SHIV SERVICE STATION,155543,28.704996,77.639854,Accepted,MG,9-Jul-11,38,833,1,1/8/2015 21:42,1,,,1,1,14767,N
Uttar Pradesh 1 (NR),GONDA DEPOT,SHIV SHAKTI FILLING CENTRE,196515,27.641973,82.189102,Accepted,KUMAR,13-Jul-11,92,95,1,7/25/2014 12:29,,,,1,1,595,N
Uttar Pradesh 2 (NR),Meerut Terminal,SHIV SHAKTI INDIAN OIL,230876,29.014799,77.658005,Accepted,MG,19-Dec-10,19.5,4934,1,1/8/2015 21:42,1,,,1,1,15016,N
Uttar Pradesh 1 (NR),GONDA DEPOT,SHIVA FILLING STATION,156214,26.640786,82.680325,Accepted,KUMAR,26-Mar-11,101,13651,1,7/25/2014 12:29,,,,1,1,599,N
Punjab (NR),Jalandhar Terminal,SHIVA KISAN SEVA KENDRA,280269,32.16466,75.67076,Accepted,A_BHARDWAJ,28-Jan-15,,592207,0,1/28/2015 14:12,6,1/28/2015 14:12,6286,1,1,5065,N
Uttar Pradesh 2 (NR),Mathura Terminal,SHIVA MOHAN SERVICE STATION,156087,28.425495,77.604355,Accepted,Jangpangi Pradeep,17-Apr-13,173.5,854,1,1/8/2015 21:42,1,,,1,1,14272,N
Karnataka (SR),Belgaum Depot,SHIVA PETROLEUMS,118479,15.56126,74.816566,Accepted,KANT,17-Nov-11,55,33053,1,2/5/2015 9:21,,,,1,1,16733,N
Delhi (NR),PANIPAT TOP,SHIVA SERVICE STATION,186907,28.516035,76.393934,Accepted,DHAWAN,24-Feb-11,140,102558,1,7/25/2014 12:57,,,,1,1,3757,N
Karnataka (SR),Hassan Top,SHIVA SHAKTHI FUEL STATION,217559,14.09972,75.684906,Accepted,AHMED,30-Nov-11,243.49,13717,1,2/5/2015 9:21,,,,1,1,17878,N
Karnataka (SR),Belgaum Depot,SHIVAGANGA PETROLEUMS,254543,16.1483,74.6736,Accepted,KANT,29-Dec-11,60,18244,1,2/5/2015 9:21,,,,1,1,16608,N
Uttar Pradesh 1 (NR),Gonda Depot,SHIVALA PETRO MART,277524,,,Accepted,Virendra Pratap singh,11-Sep-15,70.09783451,592856,1,10/8/2014 11:20,6,,,1,1,5239,N
Uttar Pradesh 1 (NR),Lucknow Terminal,SHIVALA PETRO MART,277524,26.723083,82.097587,Accepted,Virendra Pratap singh,30-Sep-15,152.1441989,592311,1,10/6/2014 11:30,6,,,1,1,5082,N
Uttar Pradesh 1 (NR),Allahabad Terminal,SHIVALAY FILLING STATION,251945,25.980067,82.567383,Accepted,Sachin Tiwari,11-Sep-15,,15387,0,11/29/2014 15:00,,11/29/2014 15:00,16,1,1,127,N
Delhi (NR),Bijwasan Terminal,Shivalik Prints Ltd. (29),101953,28.357801,77.31916,Accepted,V,14-Jul-11,47.5,13165,1,7/25/2014 12:51,,,,1,1,2828,N
Delhi (NR),REWARI TERMINAL,Shivalik Prints Ltd. (29),101953,28.357801,77.31916,Accepted,DSO,10-Dec-11,99.5,115204,1,7/25/2014 13:01,,,,1,1,4463,N
Uttar Pradesh 2 (NR),Najibabad Depot,SHIVALIK SERVICE STATION,155394,29.371853,77.705288,Accepted,VG,3-Aug-11,88.5,92179,1,1/8/2015 21:42,1,,,1,1,14216,N
Karnataka (SR),Navalur Depot,SHIVALINGESHWAR PETROLEUM,223257,14.798408,75.416138,Accepted,T JAYAKUMAR,6-Feb-12,43.28,2448,1,2/5/2015 9:21,,,,1,1,18037,N
Karnataka (SR),Navalur Depot,SHIVALLI PETROLEUM,246549,15.619642,75.073328,Accepted,VSREENATH,5-Jan-12,28,13905,1,2/5/2015 9:21,,,,1,1,18092,N
Uttar Pradesh 2 (NR),Najibabad Depot,SHIVAM FILLING CENTRE,187534,29.39051,77.451423,Accepted,R_B,15-Jun-12,129.5,92180,1,1/8/2015 21:42,1,,,1,1,14591,N
Delhi (NR),AMBALA TERMINAL,SHIVAM FUELS KISAN SEWA KENDRA,199585,31.558351,76.146817,Accepted,Sanjay Kumar,2-Sep-11,182,588627,1,7/25/2014 12:47,,,,1,1,2347,N
Punjab (NR),Jalandhar Terminal,SHIVAM FUELS KISAN SEWA KENDRA,199585,31.558351,76.146817,Accepted,AUTO-LOADED-FROM-INVOICE-DATA,7-Oct-14,,592774,1,10/7/2014 17:30,6,,,1,1,5218,N
Uttar Pradesh 2 (NR),Bareilly Depot,SHIVAM KISAN SEWA KENDRA,246597,28.582672,78.584465,Accepted,DINESH SINGH,10-Oct-12,50,9601,1,1/8/2015 21:42,1,,,1,1,13658,N
Uttar Pradesh 2 (NR),Najibabad Depot,SHIVAM KISAN SEWA KENDRA,255679,29.2594,77.7286,Accepted,R_B,15-Jun-12,,18587,1,1/8/2015 21:42,1,,,1,1,14465,N
Delhi (NR),PANIPAT TOP,SHIVAM KISSAN SEWA KENDER,232149,28.029015,76.013435,Accepted,BIPINKUMAR,24-Mar-11,218,5457,1,7/25/2014 12:57,,,,1,1,3763,N
Uttar Pradesh 1 (NR),KANPUR TERMINAL,SHIVAM KISSAN SEWA KENDRA,249550,26.802191,79.55088,Accepted,Kanpur,23-Jan-12,103.5,14094,1,7/25/2014 12:33,,,,1,1,1137,N
Uttar Pradesh 1 (NR),KANPUR TERMINAL,SHIVAM ROADLINES TRANSPORTER,186467,25.913788,81.293732,Accepted,Kanpur,21-Sep-11,142.5,13370,1,7/25/2014 12:33,,,,1,1,1135,N
Uttar Pradesh 1 (NR),MUGHALSARAI TERMINAL,SHIVAM SERVICE STATION,186419,25.769895,84.49372,Accepted,R R,8-Aug-11,183,13585,1,7/25/2014 12:38,,,,1,1,1891,N
Uttar Pradesh 1 (NR),LUCKNOW TERMINAL,SHIVANI YADAV KSK,261959,26.997181,80.985542,Accepted,Amousi,26-Jul-12,44,20679,1,7/25/2014 12:34,,,,1,1,1406,N
Uttar Pradesh 1 (NR),MUGHALSARAI TERMINAL,SHIVAS FUEL CENTRE,181167,26.022248,83.137982,Accepted,Mughalsarai,,141,89322,1,7/25/2014 12:38,,,,1,1,1892,N
Karnataka (SR),Belgaum Depot,SHIVASHAKTI KISAN SEVA KENDRA,254262,16.519512,74.725279,Accepted,KANT,22-Dec-11,108,18230,1,2/5/2015 9:21,,,,1,1,16981,N
Karnataka (SR),Navalur Depot,SHIVAYOGI DIESELS,117926,15.565486,75.802307,Accepted,T JAYAKUMAR,21-Jan-12,94,96087,1,2/5/2015 9:21,,,,1,1,18148,N
Karnataka (SR),Navalur Depot,SHOBHA PETROLEUM,232658,15.761768,76.394951,Accepted,VIJAYAKUMAR,29-Nov-11,168.19,3785,1,2/5/2015 9:21,,,,1,1,18204,N
Uttar Pradesh 1 (NR),KANPUR TERMINAL,SHOBHAN SARKAR KISSAN SEWA KENDRA,249483,26.787846,79.488853,Accepted,R Singhal,11-Sep-15,109,14093,1,7/25/2014 12:33,,,,1,1,1138,N
Uttar Pradesh 1 (NR),JHANSI DEPOT,SHRAVAN KUMAR VISHNOI,165404,26.134402,79.336665,Accepted,AGARWAL,24-Mar-11,138.5,6084,1,7/25/2014 12:30,,,,1,1,711,N
Uttar Pradesh 1 (NR),KANPUR TERMINAL,SHRAVAN KUMAR VISHNOI,165404,26.134402,79.336665,Accepted,VERMA,3-Oct-11,129,17476,1,7/25/2014 12:33,,,,1,1,1139,N
Uttar Pradesh 1 (NR),MUGHALSARAI TERMINAL,SHRAVAN SERVICE SATATION,171633,25.759066,82.719805,Accepted,Syed Tabish Ahad,23-Sep-15,101,89325,1,7/25/2014 12:38,,,,1,1,1894,N
Karnataka (SR),Bijapur Depot,SHREE AMBADEVI PETROLEUM,250124,15.70525,76.795452,Accepted,VSREEVARDHANREDDDY,17-Oct-11,206,14692,1,2/5/2015 9:21,,,,1,1,16499,N
Karnataka (SR),Bangalore Terminal,SHREE ANKANATHESWARA FUEL S/S,193167,12.713491,76.966339,Accepted,PANDEY,1-Dec-11,128,15918,1,2/5/2015 9:21,,,,1,1,17304,N
Uttar Pradesh 1 (NR),LUCKNOW TERMINAL,SHREE ARYAA KSK,270799,27.094627,80.955215,Accepted,SPARSSH TANDON,30-Mar-15,53,23981,1,7/25/2014 12:34,,,,1,1,1407,N
Uttar Pradesh 2 (NR),Agra Top,SHREE BAJRANG PETROLEUM,187535,27.219271,79.01621,Accepted,Agra Top,,96,1154,1,1/8/2015 21:42,1,,,1,1,13387,N
Uttar Pradesh 1 (NR),KANPUR TERMINAL,SHREE BALAJEE FILLING STATION,186287,26.407099,80.381897,Accepted,SK TRIPATHI,14-Jul-11,19.5,71158,1,7/25/2014 12:33,,,,1,1,1140,N
Uttar Pradesh 2 (NR),Bareilly Depot,SHREE BALAJI FILLING STATION,173646,28.306755,79.409271,Accepted,UK,31-Mar-11,36.5,1372,1,1/8/2015 21:42,1,,,1,1,13408,N
Uttar Pradesh 1 (NR),GONDA DEPOT,SHREE BALAJI KISAN SEWA KENDRA,253522,27.20266,82.417297,Accepted,GUPTA,10-Oct-11,65.5,17696,1,7/25/2014 12:29,,,,1,1,600,N
Uttar Pradesh 2 (NR),Bareilly Depot,SHREE BALAJI KSK (KSK),212456,28.301981,78.845947,Accepted,Aonla,31-May-11,38,3725,1,1/8/2015 21:42,1,,,1,1,13283,N
Karnataka (SR),Bijapur Depot,SHREE BASAVA KRIPA PETROLEUM,246553,16.317533,75.225334,Accepted,P VANSAKUMARAN,30-Oct-11,100,13937,1,2/5/2015 9:21,,,,1,1,16872,N
Uttar Pradesh 1 (NR),Jhansi Depot,SHREE BHAGWAN MOTORS,190051,26.344885,79.411047,Accepted,Mayank Kumar,15-Aug-15,,598069,1,12/26/2014 15:40,6,,,1,1,12837,N
Uttar Pradesh 1 (NR),KANPUR TERMINAL,SHREE BHAGWAN MOTORS,190051,26.344885,79.411047,Accepted,Kanpur,22-Jun-12,103,17477,1,7/25/2014 12:33,,,,1,1,1141,N
Karnataka (SR),Bijapur Depot,SHREE BHAGYASHREE PETROLEUM,253459,16.509141,75.295403,Accepted,P VANSAKUMARAN,30-Oct-11,70,17689,1,2/5/2015 9:21,,,,1,1,16621,N
Karnataka (SR),Navalur Depot,SHREE BIJJUR PETROLEUM,219555,15.362686,75.213236,Accepted,T JAYAKUMAR,21-Nov-11,19.41,4533,1,2/5/2015 9:21,,,,1,1,18038,N
Karnataka (SR),Navalur Depot,SHREE CHANDRALA PETROLEUMS,254800,15.7546,76.1844,Accepted,A vijay kumar,22-Jan-13,150,18242,1,2/5/2015 9:21,,,,1,1,18093,N
Karnataka (SR),Bijapur Depot,SHREE CHANNAVEERA SHARANA F CE,253713,15.416548,76.900665,Accepted,BASUMATARY,26-Nov-11,267.5,17404,1,2/5/2015 9:21,,,,1,1,16994,N
Uttar Pradesh 1 (NR),Kanpur Terminal,SHREE DURGEY FILLING STATION,282407,0,0,Accepted,RAJESH KUMAR DIXIT,11-Sep-15,120.2972011,599484,1,2/5/2015 19:20,6,,,1,1,18225,N
Uttar Pradesh 1 (NR),Lucknow Terminal,SHREE DURGEY FILLING STATION,282407,27.260235,80.074272,Accepted,RAJESH KUMAR DIXIT,3-Oct-15,116.8599493,599308,1,1/23/2015 12:50,6,,,1,1,16337,N
Uttar Pradesh 1 (NR),Kanpur Terminal,SHREE FILLING CENTER,273862,26.900107,81.013042,Accepted,EFKADMIN,9-Sep-15,,24898,0,9/9/2015 15:17,,9/9/2015 15:17,6,1,1,1145,N
Uttar Pradesh 1 (NR),KANPUR TERMINAL,SHREE FILLING STATION,155142,26.780893,80.88487,Accepted,SINGH,12-Mar-11,94,586999,1,7/25/2014 12:33,,,,1,1,1143,N
Punjab (NR),Jalandhar Terminal,SHREE GANESH FILLING STATION  CONV,109982,31.471568,76.256528,Accepted,AUTO-LOADED-FROM-INVOICE-DATA,7-Oct-14,,592657,1,10/7/2014 13:40,6,,,1,1,5180,N
Uttar Pradesh 2 (NR),Bareilly Depot,SHREE GANESH FILLING STN (IBP),186516,28.125603,79.603287,Accepted,Aonla,3-Jun-11,79,5558,1,1/8/2015 21:42,1,,,1,1,13657,N
Uttar Pradesh 1 (NR),KANPUR TERMINAL,SHREE GANPATI AUTOMOBILES,186365,26.841908,80.893806,Accepted,SINGH,29-Apr-11,102,587000,1,7/25/2014 12:33,,,,1,1,1146,N
Delhi (NR),Ambala Terminal,SHREE GURU SUDERSHAN PETRO,189384,30.669827,76.849495,Accepted,SUMIT KHURANA,25-Mar-15,,7051,0,3/25/2015 16:58,,3/25/2015 16:58,10117,1,1,2350,N
Uttar Pradesh 2 (NR),Bareilly Depot,SHREE HARI FILLING STATION (KSK),215277,28.335747,79.570671,Accepted,M K Gupta,14-Mar-12,61.5,5277,1,1/8/2015 21:42,1,,,1,1,13531,N
Delhi (NR),Bijwasan Terminal,Shree Hari Krishna Motors,202456,28.822469,77.066709,Accepted,sumit gupta,21-Feb-11,49,23057,1,7/25/2014 12:51,,,,1,1,2833,N
Uttar Pradesh 2 (NR),Bareilly Depot,SHREE JEE KISSAN SEWA KENDRA,266244,27.878761,79.083794,Accepted,MOHD EHTASHAM ZUBERI,4-Feb-13,50,22541,1,1/8/2015 21:42,1,,,1,1,13407,N
Karnataka (SR),Bijapur Depot,SHREE KADASHIDESWAR PETROLEUM,254148,16.8214,75.0932,Accepted,Kathiravan,27-Feb-13,95,19357,1,2/5/2015 9:21,,,,1,1,16869,N
Uttar Pradesh 1 (NR),LUCKNOW TERMINAL,SHREE KANAK BIHARI KSK,255424,27.57366,81.05896,Accepted,Amousi,23-Dec-11,114,18513,1,7/25/2014 12:34,,,,1,1,1408,N
Uttar Pradesh 1 (NR),GONDA DEPOT,SHREE KISAN SEWA KENDRA ARJUNPUR,196502,27.560452,82.369347,Accepted,GUPTA,7-Jul-11,75.5,46088,1,7/25/2014 12:29,,,,1,1,601,N
Delhi (NR),PANIPAT TOP,SHREE KRISHNA FILLING STATION,187010,27.814466,76.177492,Accepted,Panipat,,240,102569,1,7/25/2014 12:57,,,,1,1,3772,N
Uttar Pradesh 1 (NR),KANPUR TERMINAL,SHREE MAA DURGE FILLING STN.,186369,26.791052,80.889339,Accepted,SINGH,29-Apr-11,95,587001,1,7/25/2014 12:33,,,,1,1,1147,N
Karnataka (SR),Belgaum Depot,SHREE MAHALAXMI PETROLEUMS,145989,15.857673,74.53626,Accepted,AHMED,17-Feb-11,17.5,33055,1,2/5/2015 9:21,,,,1,1,16731,N
Karnataka (SR),Hassan Top,SHREE MAHANANDI S/S (DVG),151300,14.446464,75.900387,Accepted,AHMED,2-Jan-12,208,53095,1,2/5/2015 9:21,,,,1,1,17626,N
Karnataka (SR),Gulbarga Terminal,SHREE MANJUNATHA FILLING STATI,195411,16.458189,76.511461,Accepted,AMMULWARV,22-Feb-11,148.5,56092,1,2/5/2015 9:21,,,,1,1,17887,N
Karnataka (SR),Bijapur Depot,SHREE MARUTI PETROLEUMS,253028,16.199731,75.493321,Accepted,P VANSAKUMARAN,30-Nov-11,92.5,17402,1,2/5/2015 9:21,,,,1,1,16618,N
Uttar Pradesh 1 (NR),Kanpur Terminal,SHREE OM SAI KRIPA F/STN.,244618,,,Accepted,RAJESH KUMAR DIXIT,11-Sep-15,153.4389663,592325,1,10/6/2014 12:00,6,,,1,1,5086,N
Uttar Pradesh 2 (NR),Shahjahanpur Depot,SHREE OM SAI KRIPA F/STN.,244618,27.422064,79.811554,Accepted,KUMAR,10-Mar-11,74.5,587545,1,1/8/2015 21:42,1,,,1,1,15275,N
Uttar Pradesh 1 (NR),LUCKNOW TERMINAL,SHREE RADHEY GOVIND FILLING STATION,217651,27.219408,80.260124,Accepted,KUMAR,30-Apr-11,96,8800,1,7/25/2014 12:34,,,,1,1,1409,N
Karnataka (SR),Bijapur Depot,SHREE RENUKA PETROLEUM,185308,16.747879,75.261597,Accepted,SHETTIGAR,24-Feb-11,66,22099,1,2/5/2015 9:21,,,,1,1,16866,N
Karnataka (SR),Bijapur Depot,SHREE RENUKA PETROLEUM SERVICE,183342,16.512388,75.267387,Accepted,P VANSAKUMARAN,30-Oct-11,73.16,5350,1,2/5/2015 9:21,,,,1,1,16740,N
Karnataka (SR),Bijapur Depot,SHREE RENUKA PETROLEUMS,152109,17.12738,75.785676,Accepted,BASUMATARY,19-Mar-11,35,22113,1,2/5/2015 9:21,,,,1,1,16615,N
Karnataka (SR),Bijapur Depot,SHREE SANGAMESHWARA PETROLEUMS,187696,16.01967,75.549438,Accepted,KASO CMC,22-Aug-11,110,22101,1,2/5/2015 9:21,,,,1,1,16863,N
Karnataka (SR),Navalur Depot,SHREE SANGAMESHWARA PETROLEUMS,187696,16.01967,75.549438,Accepted,VSREENATH,5-Jan-12,110,16830,1,2/5/2015 9:21,,,,1,1,18149,N
Karnataka (SR),Bijapur Depot,SHREE SATGURU NIRUPADESHWARA F./STN,191454,16.025273,76.456576,Accepted,VSREEVARDHANREDDDY,22-Feb-11,146.75,424,1,2/5/2015 9:21,,,,1,1,16738,N
Karnataka (SR),Navalur Depot,SHREE SAUNDATTI RENUKADEVI,262722,15.768193,75.134895,Accepted,Shreenath V,13-Dec-12,,21303,1,2/5/2015 9:21,,,,1,1,18205,N
Delhi (NR),PANIPAT TOP,SHREE SHANTI NATH AUTOMOBILES,149824,28.7393,76.858322,Accepted,Panipat,24-Dec-10,102,102575,1,7/25/2014 12:57,,,,1,1,3777,N
Karnataka (SR),Bijapur Depot,SHREE SHARANA BASAVESHWARA PET,207027,15.769304,76.747627,Accepted,VSREEVARDHANREDDDY,17-Oct-11,189.89,13425,1,2/5/2015 9:21,,,,1,1,16986,N
Uttar Pradesh 1 (NR),Kanpur Terminal,SHREE SIDDHESHWAR KISAN SEWA KENDRA,239240,26.7751,81.394,Accepted,ABHYUDAYA_KUMAR,24-Aug-15,,590637,1,9/30/2014 14:10,6,,,1,1,4669,N
Uttar Pradesh 1 (NR),LUCKNOW TERMINAL,SHREE SIDDHESHWAR KISAN SEWA KENDRA,239240,26.7751,81.394,Accepted,RAJEEV,19-Jul-11,71,6826,1,7/25/2014 12:34,,,,1,1,1410,N
Karnataka (SR),Navalur Depot,SHREE SIDDHIVINAYAKA PETROLEUM,243425,15.7731,75.1102,Accepted,VSREENATH,26-Dec-11,50,6718,1,2/5/2015 9:21,,,,1,1,18039,N
Uttar Pradesh 1 (NR),LUCKNOW TERMINAL,SHREE SIDH VINAYAK FILLING STATION,216950,27.850986,80.745277,Accepted,Amousi,5-Oct-10,141,2594,1,7/25/2014 12:34,,,,1,1,1412,N
Uttar Pradesh 1 (NR),GONDA DEPOT,SHREE TIRUPATI KISAN SEWA KENDRA,259885,27.384125,82.488144,Accepted,Gonda,25-Jun-12,78,19799,1,7/25/2014 12:29,,,,1,1,602,N
Uttar Pradesh 2 (NR),Bareilly Depot,SHREE VAISHNO SERVICE STATION,177878,28.364361,79.123985,Accepted,M K Gupta,15-Mar-12,13,5636,1,1/8/2015 21:42,1,,,1,1,13282,N
Karnataka (SR),Navalur Depot,SHREE VEERABHADRESHWAR KSK,262048,15.123349,75.232609,Accepted,VSREENATH,24-Jul-12,,20801,1,2/5/2015 9:21,,,,1,1,18150,N
Karnataka (SR),Bijapur Depot,SHREE VENKATESHWAR FILLING STN,262047,16.20013,75.531715,Accepted,P Valsakumaran,8-Nov-12,89,20710,1,2/5/2015 9:21,,,,1,1,16861,N
Karnataka (SR),Belgaum Depot,SHREE.RENUKA SUGARS LTD,121624,15.857843,75.097325,Accepted,AHMED,17-Feb-11,98,153028,1,2/5/2015 9:21,,,,1,1,16606,N
Uttar Pradesh 2 (NR),Najibabad Depot,SHREEJI MILK FOODS PVT. LTD.  C/P,182602,28.83754,78.274304,Accepted,KCV,1-Dec-11,107,11306,1,1/8/2015 21:42,1,,,1,1,14212,N
